wkt_geom,MARKID,MARKTYPE1,MARKTYPE2,MARKNAME1,MARKNAME2,異動日期_西元年月,ADDRESS,TEL,坐標系統
Point (301467.76900000032037497 2771396.41000000014901161),A0000000569,9960103,,臺北捷運北門站-出入口3,北捷北門站-出入口3,201710,臺北市大同區塔城街與鄭州路口西南隅（於鄭州路上）,,TM2
Point (308321.79299999959766865 2771414.13499999977648258),A0000000596,9960103,,臺北捷運松山站-出入口4,北捷松山站-出入口4,201504,臺北市松山區八德路四段與松山路口東南隅、近五分埔商圈,,TM2
Point (308270.30200000014156103 2771415.39699999988079071),A0000000595,9960103,,臺北捷運松山站-出入口3,北捷松山站-出入口3,202202,臺北市松山區八德路四段與松山路口西南隅、近行政中心,,TM2
Point (308268.80700000002980232 2771446.56900000013411045),A0000000720,9960103,,臺北捷運松山站_G19,北捷松山站_G19,202001,臺北市松山區八德路四段742號,02-218-12345,TM2
Point (308140.84100000001490116 2771455.12700000032782555),A0000010416,9960103,,臺北捷運松山站-出入口2,北捷松山站-出入口2,201710,臺北市松山區八德路四段北側、近松山市場,,TM2
Point (308223.89900000020861626 2771456.26700000092387199),A0000007647,9960103,,臺北捷運松山站-出入口1,北捷松山站-出入口1,201504,臺北市松山區八德路四段與松山路口西北隅、近饒河街觀光夜市,,TM2
Point (309809.68699999991804361 2771484.43600000068545341),A0000000477,9960103,,臺北捷運昆陽站-出入口1,北捷昆陽站-出入口1,201504,臺北市南港區忠孝東路六段403巷口,,TM2
Point (309821.30099999997764826 2771492.27500000037252903),A0000000626,9960103,,臺北捷運昆陽站-出入口2,北捷昆陽站-出入口2,202202,臺北市南港區忠孝東路六段403巷1弄,,TM2
Point (308315.26699999999254942 2771494.24899999983608723),A0000000598,9960103,,臺北捷運松山站-出入口5,北捷松山站-出入口5,202202,臺北市松山區八德路四段與松山路口東北隅、近松山國小,,TM2
Point (309865.3169999998062849 2771499.99000000022351742),A0000000716,9960103,,臺北捷運昆陽站_BL21,北捷昆陽站_BL21,202202,臺北市南港區忠孝東路六段451號,02-218-12345,TM2
Point (309913.43099999986588955 2771511.53299999982118607),A0000000624,9960103,,臺北捷運昆陽站-出入口4,北捷昆陽站-出入口4,202202,臺北市南港區忠孝東路六段449號與昆陽街交叉口,,TM2
Point (309899.93099999986588955 2771515.45299999974668026),A0000000625,9960103,,臺北捷運昆陽站-出入口3,北捷昆陽站-出入口3,201504,臺北市南港區忠孝東路六段403巷1弄、近昆陽街側,,TM2
Point (303752.63200000021606684 2771542.47599999979138374),A0000000578,9960103,,臺北捷運松江南京站-出入口3,北捷松江南京站-出入口3,201504,臺北市中山區松江路與南京東路口西南隅（於松江路上）、近松江公園,,TM2
Point (303753.15299999993294477 2771567.9010000005364418),A0000000577,9960103,,臺北捷運松江南京站-出入口2,北捷松江南京站-出入口2,201504,臺北市中山區松江路與南京東路口西南隅（於松江路上）、松江路108巷旁,,TM2
Point (306949.19400000013411045 2771575.20700000040233135),A0000010423,9960103,,臺北捷運南京三民站-出入口3,北捷南京三民站-出入口3,202202,臺北市松山區南京東路五段與三民路口東南隅,,TM2
Point (306818.20500000007450581 2771577.39100000075995922),A0000010424,9960103,,臺北捷運南京三民站-出入口2,北捷南京三民站-出入口2,202202,臺北市松山區南京東路五段與三民路口西南隅,,TM2
Point (305746.1919999998062849 2771583.32200000062584877),A0000000590,9960103,,臺北捷運台北小巨蛋站-出入口3,北捷台北小巨蛋站-出入口3,202202,臺北市松山區南京東路四段與北寧路口西南隅、近臺北體育館,,TM2
Point (305579.92499999981373549 2771587.62399999983608723),A0000010425,9960103,,臺北捷運台北小巨蛋站-出入口2,北捷台北小巨蛋站-出入口2,201710,臺北市松山區南京東路四段(南側)、近臺北小巨蛋,,TM2
Point (306891.08299999963492155 2771591.20399999991059303),A0000000725,9960103,,臺北捷運南京三民站_G18,北捷南京三民站_G18,201808,臺北市松山區南京東路五段237號,02-218-12345,TM2
Point (303794.84499999973922968 2771592.70299999974668026),A0000000576,9960103,,臺北捷運松江南京站-出入口4,北捷松江南京站-出入口4,201504,臺北市中山區松江路與南京東路口東南隅（於松江路上）,,TM2
Point (305799.49399999994784594 2771596.57000000029802322),A0000000591,9960103,,臺北捷運台北小巨蛋站-出入口4,北捷台北小巨蛋站-出入口4,202202,臺北市松山區南京東路四段與北寧路口東南隅,,TM2
Point (304665.97099999990314245 2771605.74899999983608723),A0000000586,9960103,,臺北捷運南京復興站-出入口2,北捷南京復興站-出入口2,201504,臺北市松山區南京東路三段與遼寧街口西南隅,,TM2
Point (304939.196000000461936 2771613.67400000058114529),A0000000583,9960103,,臺北捷運南京復興站-出入口5,北捷南京復興站-出入口5,202202,臺北市松山區南京東路三段與復興北路口東南隅、近南京東路三段256巷,,TM2
Point (305727.22800000011920929 2771614.11500000022351742),A0000000702,9960103,,臺北捷運台北小巨蛋站_G17,北捷台北小巨蛋站_G17,202202,臺北市松山區南京東路四段10之1號,02-218-12345,TM2
Point (306984.3169999998062849 2771616.19700000062584877),A0000010427,9960103,,臺北捷運南京三民站-出入口4,北捷南京三民站-出入口4,202202,臺北市松山區南京東路五段、近南京東路與三民路口東北隅,,TM2
Point (304815.54800000041723251 2771617.30499999970197678),A0000000584,9960103,,臺北捷運南京復興站-出入口4,北捷南京復興站-出入口4,201710,臺北市松山區南京東路三段與復興北路口西南隅、近南京東路三段216巷,,TM2
Point (304782.63700000010430813 2771617.66100000031292439),A0000000585,9960103,,臺北捷運南京復興站-出入口3,北捷南京復興站-出入口3,201710,臺北市松山區南京東路三段與復興北路口西南隅、近南京東路三段194巷,,TM2
Point (306826.61099999956786633 2771618.04199999943375587),A0000000520,9960103,,臺北捷運南京三民站-出入口1,北捷南京三民站-出入口1,201504,臺北市松山區南京東路五段與三民路口西北隅,,TM2
Point (303699.98799999989569187 2771619.58500000089406967),A0000000579,9960103,,臺北捷運松江南京站-出入口1,北捷松江南京站-出入口1,201504,臺北市中山區松江路與南京東路口西南隅（於南京東路上）,,TM2
Point (303840.57699999958276749 2771629.90000000037252903),A0000000575,9960103,,臺北捷運松江南京站-出入口5,北捷松江南京站-出入口5,201504,臺北市中山區松江路與南京東路口東南隅（於南京東路上）,,TM2
Point (305710.5 2771637.13099999912083149),A0000000589,9960103,,臺北捷運台北小巨蛋站-出入口5,北捷台北小巨蛋站-出入口5,202202,臺北市松山區南京東路四段與健康路口西北隅,,TM2
Point (305637.49299999978393316 2771637.67200000025331974),A0000000588,9960103,,臺北捷運台北小巨蛋站-出入口1,北捷台北小巨蛋站-出入口1,202202,臺北市松山區南京東路四段(北側)、近南京東路四段53巷,,TM2
Point (304963.64300000015646219 2771645.41499999910593033),A0000000582,9960103,,臺北捷運南京復興站-出入口6,北捷南京復興站-出入口6,201710,臺北市松山區南京東路三段(北側)、近兄弟飯店,,TM2
Point (304856.39099999982863665 2771647.81100000068545341),A0000000600,9960103,,臺北捷運南京復興站-出入口8,北捷南京復興站-出入口8,202202,臺北市松山區南京東路三段與復興北路口西北隅,,TM2
Point (303781.1365999998524785 2771652.07560000009834766),A0000014975,9960103,,臺北捷運松江南京站_G15_O08,北捷松江南京站_G15_O08,202202,臺北市中山區松江路126號B1,02-218-12345,TM2
Point (311209.70500000007450581 2771656.78999999910593033),A0000000623,9960103,,臺北捷運南港站-出入口1,北捷南港站-出入口1,201504,臺北市南港區忠孝東路七段380號、臺鐵南港站對面,,TM2
Point (304892.64219999965280294 2771662.15729999914765358),A0000014981,9960103,,臺北捷運南京復興站_BR11_G16,北捷南京復興站_BR11_G16,202202,臺北市松山區南京東路三段253號,02-218-12345,TM2
Point (303853.35900000017136335 2771663.24499999918043613),A0000000574,9960103,,臺北捷運松江南京站-出入口6,北捷松江南京站-出入口6,202202,臺北市中山區松江路與南京東路口東北隅（於南京東路上）,,TM2
Point (311325.65000000037252903 2771670.28700000047683716),A0000000478,9960103,,臺北捷運南港站-出入口2,北捷南港站-出入口2,201504,臺北市南港區忠孝東路七段、近極限運動中心,,TM2
Point (304926.58000000007450581 2771674.95299999974668026),A0000000479,9960103,,臺北捷運南京復興站-出入口7,北捷南京復興站-出入口7,201504,臺北市松山區南京東路三段與復興北路口東北隅(臨慶城街)、兄弟飯店旁,,TM2
Point (302583.92999999970197678 2771679.82200000062584877),A0000000571,9960103,,臺北捷運中山站-出入口2,北捷中山站-出入口2,201504,臺北市大同區南京西路12號旁、近中山北路一段,,TM2
Point (302497.85300000011920929 2771681.16899999976158142),A0000000481,9960103,,臺北捷運中山站-出入口1,北捷中山站-出入口1,201504,臺北市大同區南京西路16號,,TM2
Point (311269.67300000041723251 2771693.10799999907612801),A0000000728,9960103,,臺北捷運南港站_BL22,北捷南港站_BL22,201808,臺北市南港區忠孝東路七段380號,02-218-12345,TM2
Point (302580.33800000045448542 2771706.86800000071525574),A0000000572,9960103,,臺北捷運中山站-出入口3,北捷中山站-出入口3,202202,臺北市大同區南京西路11號旁、近中山北路二段,,TM2
Point (303798.75800000037997961 2771707.70299999974668026),A0000000573,9960103,,臺北捷運松江南京站-出入口7,北捷松江南京站-出入口7,201504,臺北市中山區松江路與南京東路口東北隅（於松江路上）、近四平街,,TM2
Point (302503.32739999983459711 2771710.04089999943971634),A0000015023,9960103,,臺北捷運中山站_G14_R11,北捷中山站_G14_R11,202202,臺北市大同區南京西路16號、南京西路55號,02-218-12345,TM2
Point (302379.83999999985098839 2771724.0130000002682209),A0000000581,9960103,,臺北捷運中山站-出入口6,北捷中山站-出入口6,201710,臺北市大同區南京西路與赤峰街路口東南隅，南京西路64巷旁,,TM2
Point (304719.71899999957531691 2771724.69999999925494194),A0000000587,9960103,,臺北捷運南京復興站-出入口1,北捷南京復興站-出入口1,201711,臺北市松山區遼寧街與遼寧街155巷口,,TM2
Point (303749.86050000041723251 2771729.00229999981820583),A0000000480,9960103,,臺北捷運松江南京站-出入口8,北捷松江南京站-出入口8,202401,臺北市中山區松江路與南京東路口西北隅（於松江路上）、松江路124巷旁,,TM2
Point (302499.20000000018626451 2771739.41300000064074993),A0000000570,9960103,,臺北捷運中山站-出入口4,北捷中山站-出入口4,202202,臺北市大同區南京西路27號旁,,TM2
Point (302391.23099999967962503 2771756.3340000007301569),A0000000580,9960103,,臺北捷運中山站-出入口5,北捷中山站-出入口5,202202,臺北市大同區南京西路55號、近南京西路與赤峰街路口東北隅,,TM2
Point (312370.08600000012665987 2771916.00899999961256981),A0000000621,9960103,,臺北捷運南港展覽館站-出入口7,北捷南港展覽館站-出入口7,201504,臺北市南港區富康街1巷16弄、近誠正國中,,TM2
Point (312337.60699999984353781 2771984.24499999918043613),A0000000619,9960103,,臺北捷運南港展覽館站-出入口6,北捷南港展覽館站-出入口6,201504,臺北市南港區南港路一段與經貿一路交叉口,,TM2
Point (312241.26499999966472387 2771995.48799999989569187),A0000000620,9960103,,臺北捷運南港展覽館站-出入口5,北捷南港展覽館站-出入口5,202202,臺北市南港區南港路一段與研究院路一段交叉口,,TM2
Point (312328.07749999966472387 2772025.15540000051259995),A0000015157,9960103,,臺北捷運南港展覽館站_BL23_BR24,北捷南港展覽館站_BL23_BR24,202202,臺北市南港區南港路一段32號、研究院路一段1號,02-218-12345,TM2
Point (312378.75200000032782555 2772029.22100000083446503),A0000000617,9960103,,臺北捷運南港展覽館站-出入口3,北捷南港展覽館站-出入口3,201504,臺北市南港區南港路一段與經貿一路交叉口,,TM2
Point (312304.8169999998062849 2772042.64399999938905239),A0000000622,9960103,,臺北捷運南港展覽館站-出入口2A,北捷南港展覽館站-出入口2A,201504,臺北市南港區南港路一段32號與經貿二路交叉口,,TM2
Point (312291.07600000035017729 2772053.26200000010430813),A0000000482,9960103,,臺北捷運南港展覽館站-出入口2,北捷南港展覽館站-出入口2,201504,臺北市南港區南港路一段32號與經貿二路交叉口,,TM2
Point (312382.73400000017136335 2772053.26200000010430813),A0000000618,9960103,,臺北捷運南港展覽館站-出入口4,北捷南港展覽館站-出入口4,201504,臺北市南港區經貿一路、南港展覽館旁,,TM2
Point (312272.96300000045448542 2772117.28199999965727329),A0000000616,9960103,,臺北捷運南港展覽館站-出入口1,北捷南港展覽館站-出入口1,201504,臺北市南港區經貿二路、南港展覽館旁,,TM2
Point (302523.71800000034272671 2772238.9590000007301569),A0000000483,9960103,,臺北捷運雙連站-出入口1,北捷雙連站-出入口1,201504,臺北市大同區民生西路72號旁,,TM2
Point (302529.98089999984949827 2772264.94429999962449074),A0000015239,9960103,,臺北捷運雙連站_R12,北捷雙連站_R12,202202,臺北市大同區民生西路47號,02-218-12345,TM2
Point (302525.97400000039488077 2772289.99000000022351742),A0000000645,9960103,,臺北捷運雙連站-出入口2,北捷雙連站-出入口2,201504,臺北市大同區民生西路47號,,TM2
Point (303774.49199999962002039 2772326.68700000084936619),A0000000485,9960103,,臺北捷運行天宮站-出入口1,北捷行天宮站-出入口1,202202,臺北市中山區松江路218號,,TM2
Point (303825.14199999999254942 2772392.18899999931454659),A0000010547,9960103,,臺北捷運行天宮站-出入口2,北捷行天宮站-出入口2,201803,臺北市中山區松江路235巷口,,TM2
Point (303793.05599999986588955 2772445.36900000087916851),A0000000708,9960103,,臺北捷運行天宮站_O09,北捷行天宮站_O09,202001,臺北市中山區松江路316號B1,02-218-12345,TM2
Point (303821.42999999970197678 2772516.63700000010430813),A0000000681,9960103,,臺北捷運行天宮站-出入口3,北捷行天宮站-出入口3,202202,臺北市中山區松江路273號、近錦州街口,,TM2
Point (312140.36099999956786633 2772558.125),A0000000729,9960103,,臺北捷運南港軟體園區站_BR23,北捷南港軟體園區站_BR23,202202,臺北市南港區經貿二路183號,02-218-12345,TM2
Point (312185.19799999985843897 2772578.42300000041723251),A0000000615,9960103,,臺北捷運南港軟體園區站-出入口2,北捷南港軟體園區站-出入口2,202202,臺北市南港區經貿二路185巷東側,,TM2
Point (303756.52400000020861626 2772581.17600000090897083),A0000000682,9960103,,臺北捷運行天宮站-出入口4,北捷行天宮站-出入口4,201504,臺北市中山區松江路318號、近錦州街口,,TM2
Point (312137.06599999964237213 2772606.00200000032782555),A0000000484,9960103,,臺北捷運南港軟體園區站-出入口1,北捷南港軟體園區站-出入口1,201504,臺北市南港區經貿二路185巷西側,,TM2
Point (304885.11099999956786633 2772618.94099999964237213),A0000000486,9960103,,臺北捷運中山國中站-出入口,北捷中山國中站-出入口,201504,臺北市中山區民權東路三段與復興北路交叉口,,TM2
Point (304910.85699999984353781 2772620.678999999538064),A0000000692,9960103,,臺北捷運中山國中站_BR12,北捷中山國中站_BR12,202001,臺北市中山區復興北路376號,02-218-12345,TM2
Point (302459.12799999956041574 2772681.3619999997317791),A0000000647,9960103,,臺北捷運民權西路站-出入口3,北捷民權西路站-出入口3,201504,臺北市大同區天祥路16巷口,,TM2
Point (302424.23900000005960464 2772730.44099999964237213),A0000000648,9960103,,臺北捷運民權西路站-出入口2,北捷民權西路站-出入口2,202202,臺北市大同區成淵高中後方,,TM2
Point (302449.58100000023841858 2772738.78700000047683716),A0000000646,9960103,,臺北捷運民權西路站-出入口4,北捷民權西路站-出入口4,201504,臺北市大同區天祥路48巷35號對面,,TM2
Point (303183.06900000013411045 2772797.98900000005960464),A0000000666,9960103,,臺北捷運中山國小站-出入口3,北捷中山國小站-出入口3,201504,臺北市中山區民權東路一段、新生北路二段口，近新興國中,,TM2
Point (303064.90500000026077032 2772801.00300000049173832),A0000000667,9960103,,臺北捷運中山國小站-出入口2,北捷中山國小站-出入口2,201504,臺北市中山區民權東路一段、林森北路口，近新興國中,,TM2
Point (302409.25999999977648258 2772808.321000000461936),A0000000487,9960103,,臺北捷運民權西路站-出入口1,北捷民權西路站-出入口1,202202,臺北市大同區民權西路72號,,TM2
Point (302515.48900000005960464 2772822.38000000081956387),A0000000654,9960103,,臺北捷運民權西路站-出入口8,北捷民權西路站-出入口8,202202,臺北市大同區民權西路、天祥路口，近民權西路48號,,TM2
Point (303121.07010000012814999 2772823.25599999912083149),A0000015420,9960103,,臺北捷運中山國小站_O10,北捷中山國小站_O10,202202,臺北市中山區民權東路一段71號B1,02-218-12345,TM2
Point (302475.00200000032782555 2772823.81200000084936619),A0000000652,9960103,,臺北捷運民權西路站-出入口7,北捷民權西路站-出入口7,201504,臺北市大同區民權西路58、60號前,,TM2
Point (302356.64800000004470348 2772826.66200000047683716),A0000010567,9960103,,臺北捷運民權西路站-出入口6,北捷民權西路站-出入口6,201803,臺北市大同區承德路二段、民權西路口，近台灣銀行,,TM2
Point (303146.29299999959766865 2772840.59200000017881393),A0000000665,9960103,,臺北捷運中山國小站-出入口4,北捷中山國小站-出入口4,202202,臺北市中山區民權東路一段、新生北路三段口，近中山國小,,TM2
Point (303065.90899999998509884 2772843.00400000065565109),A0000000488,9960103,,臺北捷運中山國小站-出入口1,北捷中山國小站-出入口1,201504,臺北市中山區民權東路一段、林森北路口，近中山國小,,TM2
Point (302395.65380000043660402 2772850.77180000022053719),A0000015429,9960103,,臺北捷運民權西路站_O11_R13,北捷民權西路站_O11_R13,202202,臺北市大同區民權西路72號,02-218-12345,TM2
Point (302518.09300000034272671 2772851.67100000008940697),A0000000653,9960103,,臺北捷運民權西路站-出入口9,北捷民權西路站-出入口9,201504,臺北市大同區民權西路、天祥路口，近民權西路53號,,TM2
Point (302470.05499999970197678 2772852.97299999929964542),A0000000651,9960103,,臺北捷運民權西路站-出入口10,北捷民權西路站-出入口10,201504,臺北市大同區民權西路67、69號前,,TM2
Point (305662.74899999983608723 2772869.90899999998509884),A0000000489,9960103,,臺北捷運松山機場站-出入口3,北捷松山機場站-出入口3,201504,臺北市松山區松山機場正前方約40公尺,,TM2
Point (305653.85300000011920929 2772870.58699999935925007),A0000010445,9960103,,臺北捷運松山機場站_BR13,北捷松山機場站_BR13,201808,臺北市松山區敦化北路338號,02-218-12345,TM2
Point (301688.26599999982863665 2772871.24599999934434891),A0000000490,9960103,,臺北捷運大橋頭站-出入口1,北捷大橋頭站-出入口1,202202,臺北市大同區民權西路225巷口,,TM2
Point (301784.31900000013411045 2772874.52099999971687794),A0000000663,9960103,,臺北捷運大橋頭站-出入口2,北捷大橋頭站-出入口2,202202,臺北市大同區民權西路、重慶北路三段口,,TM2
Point (302334.32799999974668026 2772878.11400000005960464),A0000000650,9960103,,臺北捷運民權西路站-出入口5,北捷民權西路站-出入口5,202202,臺北市大同區承德路三段、撫順街口,,TM2
Point (301749.39499999955296516 2772879.41000000014901161),A0000000688,9960103,,臺北捷運大橋頭站_O12,北捷大橋頭站_O12,202202,臺北市大同區民權西路223號B1,02-218-12345,TM2
Point (301615.15039999969303608 2772892.33000000007450581),A0000015450,9960103,,臺北捷運大橋頭站-出入口1A,北捷大橋頭站-出入口1A,202202,臺北市大同區民權西路、延平北路三段口,,TM2
Point (305610.90799999982118607 2772925.84300000034272671),A0000000601,9960103,,臺北捷運松山機場站-出入口2,北捷松山機場站-出入口2,201504,臺北市松山區松山機場西側,,TM2
Point (305684.18699999991804361 2772927.40200000070035458),A0000000602,9960103,,臺北捷運松山機場站-出入口1,北捷松山機場站-出入口1,202202,臺北市松山區松山機場東側,,TM2
Point (301799.38200000021606684 2772938.48399999924004078),A0000000664,9960103,,臺北捷運大橋頭站-出入口3,北捷大橋頭站-出入口3,202202,臺北市大同區重慶北路三段、大橋國小旁,,TM2
Point (311729.86500000022351742 2773346.34799999929964542),A0000000491,9960103,,臺北捷運東湖站-出入口3,北捷東湖站-出入口3,201504,臺北市內湖區康寧路三段(臨安康公園),,TM2
Point (311694.11699999962002039 2773355.46900000050663948),A0000000719,9960103,,臺北捷運東湖站_BR22,北捷東湖站_BR22,202001,臺北市內湖區康寧路三段235號,02-218-12345,TM2
Point (311658.97400000039488077 2773358.97599999979138374),A0000000613,9960103,,臺北捷運東湖站-出入口2,北捷東湖站-出入口2,201504,臺北市內湖區康寧路三段(臨南湖高中),,TM2
Point (311639.42999999970197678 2773359.62800000049173832),A0000000614,9960103,,臺北捷運東湖站-出入口1,北捷東湖站-出入口1,202202,臺北市內湖區康寧路三段(臨康寧公園),,TM2
Point (302467.38100000005215406 2773726.46700000017881393),A0000000492,9960103,,臺北捷運圓山站-出入口1,北捷圓山站-出入口1,202202,臺北市大同區酒泉街與玉門街,,TM2
Point (302472.40699999965727329 2773768.03800000064074993),A0000000740,9960103,,臺北捷運圓山站_R14,北捷圓山站_R14,202202,臺北市大同區酒泉街9之1號,02-218-12345,TM2
Point (302471.70100000035017729 2773818.11500000022351742),A0000000655,9960103,,臺北捷運圓山站-出入口2,北捷圓山站-出入口2,201504,臺北市大同區庫倫街,,TM2
Point (311258.03600000031292439 2773946.6830000001937151),A0000000612,9960103,,臺北捷運葫洲站-出入口2,北捷葫洲站-出入口2,201504,臺北市內湖區康寧路三段16巷側,,TM2
Point (311290.93400000035762787 2773954.49599999934434891),A0000000745,9960103,,臺北捷運葫洲站_BR21,北捷葫洲站_BR21,202001,臺北市內湖區康寧路三段16號,02-218-12345,TM2
Point (311335.67100000008940697 2773962.66100000031292439),A0000000493,9960103,,臺北捷運葫洲站-出入口1,北捷葫洲站-出入口1,201504,臺北市內湖區康寧路三段39號旁,,TM2
Point (308971.42100000008940697 2774581.48799999989569187),A0000000494,9960103,,臺北捷運文德站-出入口2,北捷文德站-出入口2,202202,臺北市內湖區文德路(內湖高中旁),,TM2
Point (309033.45399999991059303 2774606.18200000002980232),A0000000696,9960103,,臺北捷運文德站_BR18,北捷文德站_BR18,202202,臺北市內湖區文德路214號,02-218-12345,TM2
Point (309085.06400000024586916 2774636.77400000020861626),A0000000609,9960103,,臺北捷運文德站-出入口1,北捷文德站-出入口1,201504,臺北市內湖區文德路(內湖高中對面),,TM2
Point (305190.28699999954551458 2774689.83200000040233135),A0000000604,9960103,,臺北捷運大直站-出入口3,北捷大直站-出入口3,202202,臺北市中山區北安路與大直街交叉口(臨海基會),,TM2
Point (305166.33600000012665987 2774708.01999999955296516),A0000000603,9960103,,臺北捷運大直站-出入口2,北捷大直站-出入口2,202202,臺北市中山區北安路與大直街交叉口,,TM2
Point (305201.66399999987334013 2774724.63599999994039536),A0000000686,9960103,,臺北捷運大直站_BR14,北捷大直站_BR14,201808,臺北市中山區北安路534之1號,02-218-12345,TM2
Point (308036.15099999960511923 2774759.84200000017881393),A0000000738,9960103,,臺北捷運港墘站_BR17,北捷港墘站_BR17,202001,臺北市內湖區內湖路一段663號,02-218-12345,TM2
Point (307991.38100000005215406 2774763.10999999940395355),A0000000495,9960103,,臺北捷運港墘站-出入口2,北捷港墘站-出入口2,202202,臺北市內湖區內湖路一段(臨內湖高工),,TM2
Point (308074.63499999977648258 2774775.89000000059604645),A0000000608,9960103,,臺北捷運港墘站-出入口1,北捷港墘站-出入口1,201504,臺北市內湖區臨內湖路一段667巷,,TM2
Point (305183.87700000032782555 2774782.90000000037252903),A0000000496,9960103,,臺北捷運大直站-出入口1,北捷大直站-出入口1,201710,臺北市中山區大直街(大直婦女中心),,TM2
Point (307203.10500000044703484 2774974.84300000034272671),A0000000607,9960103,,臺北捷運西湖站-出入口2,北捷西湖站-出入口2,201504,臺北市內湖區內湖路一段(臨基湖路),,TM2
Point (307194.3169999998062849 2774998.49799999967217445),A0000000710,9960103,,臺北捷運西湖站_BR16,北捷西湖站_BR16,202202,臺北市內湖區內湖路一段256號,02-218-12345,TM2
Point (307172.08700000029057264 2775029.83899999968707561),A0000000497,9960103,,臺北捷運西湖站-出入口1,北捷西湖站-出入口1,201504,臺北市內湖區內湖路一段(西湖市場旁),,TM2
Point (302932.19299999997019768 2775104.88199999928474426),A0000000656,9960103,,臺北捷運劍潭站-出入口2,北捷劍潭站-出入口2,202202,臺北市士林區基河路22號對面,,TM2
Point (310780.89400000032037497 2775150.52700000070035458),A0000000611,9960103,,臺北捷運大湖公園站-出入口2,北捷大湖公園站-出入口2,202202,臺北市內湖區成功路五段(大湖公園),,TM2
Point (309979.33999999985098839 2775162.68899999931454659),A0000000610,9960103,,臺北捷運內湖站-出入口2,北捷內湖站-出入口2,202202,臺北市內湖區臨成功路四段167巷,,TM2
Point (310777.01900000032037497 2775169.35500000044703484),A0000011747,9960103,,臺北捷運大湖公園站_BR20,北捷大湖公園站_BR20,202001,臺北市內湖區成功路五段11號,02-218-12345,TM2
Point (309962.32799999974668026 2775182.02199999988079071),A0000000754,9960103,,臺北捷運內湖站_BR19,北捷內湖站_BR19,202202,臺北市內湖區成功路四段186號,02-218-12345,TM2
Point (309940.25399999972432852 2775202.09799999929964542),A0000000498,9960103,,臺北捷運內湖站-出入口1,北捷內湖站-出入口1,202202,臺北市內湖區臨成功路四段182巷,,TM2
Point (310791.54200000036507845 2775204.86999999918043613),A0000000499,9960103,,臺北捷運大湖公園站-出入口1,北捷大湖公園站-出入口1,201504,臺北市內湖區成功路五段(大湖山莊街),,TM2
Point (302957.69099999964237213 2775222.18899999931454659),A0000000749,9960103,,臺北捷運劍潭站_R15,北捷劍潭站_R15,201808,臺北市士林區中山北路五段65號,02-218-12345,TM2
Point (302949.64699999988079071 2775228.96700000017881393),A0000010801,9960103,,臺北捷運劍潭站-出入口3,北捷劍潭站-出入口3,201909,臺北市士林區劍潭路,,TM2
Point (306084.50399999972432852 2775234.29600000008940697),A0000000606,9960103,,臺北捷運劍南路站-出入口3,北捷劍南路站-出入口3,201504,臺北市中山區北安路798號,,TM2
Point (306010.46499999985098839 2775257.21700000017881393),A0000000605,9960103,,臺北捷運劍南路站-出入口2,北捷劍南路站-出入口2,202202,臺北市中山區北安路798號,,TM2
Point (306075.20199999958276749 2775282.74000000022351742),A0000011748,9960103,,臺北捷運劍南路站_BR15,北捷劍南路站_BR15,202202,臺北市中山區北安路798號,02-218-12345,TM2
Point (302979.71499999985098839 2775316.87700000032782555),A0000000501,9960103,,臺北捷運劍潭站-出入口1,北捷劍潭站-出入口1,201504,臺北市士林區中山北路五段65號,,TM2
Point (306004.58299999963492155 2775326.3880000002682209),A0000000500,9960103,,臺北捷運劍南路站-出入口1,北捷劍南路站-出入口1,201504,臺北市中山區北安路811巷,,TM2
Point (303096.026999999769032 2776171.59500000067055225),A0000000657,9960103,,臺北捷運士林站-出入口2,北捷士林站-出入口2,201504,臺北市士林區福德路1號,,TM2
Point (303075.64699999988079071 2776237.57899999991059303),A0000000683,9960103,,臺北捷運士林站_R16,北捷士林站_R16,202001,臺北市士林區福德路1號,02-218-12345,TM2
Point (303057.89300000015646219 2776297.75899999961256981),A0000000502,9960103,,臺北捷運士林站-出入口1,北捷士林站-出入口1,201504,臺北市士林區中正路247巷旁,,TM2
Point (302714.40299999993294477 2777196.04199999943375587),A0000000503,9960103,,臺北捷運芝山站-出入口1,北捷芝山站-出入口1,202202,臺北市士林區福國路70號,,TM2
Point (302700.10599999967962503 2777277.58899999968707561),A0000000723,9960103,,臺北捷運芝山站_R17,北捷芝山站_R17,202001,臺北市士林區福國路70號,02-218-12345,TM2
Point (302685.91299999970942736 2777373.70600000023841858),A0000000658,9960103,,臺北捷運芝山站-出入口2,北捷芝山站-出入口2,201504,臺北市士林區福華路162巷口對面,,TM2
Point (302357.47599999979138374 2777983.04299999959766865),A0000015959,9960103,,臺北捷運明德站-出入口1,北捷明德站-出入口1,202202,臺北市北投區明德路95號、明德國中斜對面,,TM2
Point (302345.90500000026077032 2778000.43999999947845936),A0000000717,9960103,,臺北捷運明德站_R18,北捷明德站_R18,201808,臺北市北投區明德路95號,02-218-12345,TM2
Point (302302.13179999962449074 2778057.80389999970793724),A0000015960,9960103,,臺北捷運明德站-出入口3,北捷明德站-出入口3,202202,臺北市北投區西安街一段175號對面,,TM2
Point (302313.59260000009089708 2778063.46330000087618828),A0000015961,9960103,,臺北捷運明德站-出入口2,北捷明德站-出入口2,202202,臺北市北投區東華街一段378號對面,,TM2
