路段序號,自行車道路線編號,路段名稱,路段起點描述,路段迄點描述,縣市別,鄉鎮別,管養單位,所屬道路寬度（M）,自行車道車行方向,自行車道類型,自行車道鋪面類別,自行車道長度（M）,自行車道寬度（M）,自行車道道路結構,補助經費（百萬元）,補助機關,完工日期,路徑（X）,路徑（Y）,備註
,,成功路3-5段北側,康寧路3段,文德路,台北市,,臺北市政府,30,0,10,,2978,1.5,,0,,980101,"311149.859,311228.85,311247.664,311263.155,311267.479,311259.538,311253.884,311251.189,311258.858,311265.321,311266.143,311253.394,311206.516,311167.794,311134.144,311092.366,311033.762,310956.859,310900.022,310863.157,310813.815,310687.648,310643.149,310611.736,310578.104,310508.775,310339.604,310209.747,310045.387,309833.156,309618.171,309457.627","2774081.267,2774194.052,2774228.031,2774283.043,2774308.428,2774391.912,2774460.232,2774566.115,2774678.137,2774766.449,2774830.477,2774883.7,2774966.899,2775030.75,2775066.156,2775091.778,2775113.004,2775120.747,2775130.24,2775140.266,2775165.855,2775249.589,2775275.2,2775284.254,2775293.187,2775299.304,2775299.662,2775283.469,2775245.083,2775081.319,2774876.895,2774702.397",
,,成功路3-5段南側,文德路,康寧路3段,台北市,,臺北市政府,30,0,10,,2978,1.5,,0,,980101,"309486.992,309503.055,309622.516,309746.923,309957.793,310025.747,310052.207,310199.238,310282.506,310387.383,310570.9,310638.077,310712.928,310804.715,310846.967,310910.911,311045.765,311090.729,311129.891,311167.944,311229.105,311244.129,311244.458,311244.794,311235.96,311235.708,311237.05,311247.363,311246.982,311237.368,311219.196,311137.395","2774677.27,2774718.214,2774852.212,2774985.126,2775160.956,2775215.089,2775231.267,2775264.814,2775277.477,2775285.03,2775279.863,2775258.673,2775213.258,2775147.981,2775128.785,2775109.132,2775090.904,2775074.49,2775047.195,2774997.298,2774878.606,2774835.252,2774762.035,2774687.268,2774610.243,2774508.999,2774434.79,2774317.421,2774290.059,2774251.801,2774209.737,2774093.617",
,,金湖路東側,成功路5段,金湖路109巷,台北市,,臺北市政府,20,0,10,,1172,1.5,,0,,910101,"311053.119,310842.054,310787.916,310736.927,310707.025,310680.28,310615.612,310545.485,310506.123,310463.095,310351.523","2774056.685,2774059.508,2774073.778,2774105.784,2774137.442,2774185.175,2774366.881,2774551.665,2774646.751,2774704.16,2774840.355",
,,金湖路西側,金湖路109巷,成功路5段,台北市,,臺北市政府,20,0,10,,1172,1.5,,0,,910101,"310346.698,310474.032,310489.36,310585.64,310684.713,310708.716,310742.341,310777.65,310828.584,311048.925","2774836.568,2774671.864,2774650.443,2774414.6,2774163.706,2774120.17,2774090.744,2774068.304,2774048.593,2774046.919",
,,康寧路3段東側,東湖路,成功路5段,台北市,,臺北市政府,25,0,10,,788,2,,0,,980101,"311757.865,311752.683,311734.614,311693.812,311552.58,311472.852,311409.846,311163.151","2773553.089,2773605.792,2773652.565,2773706.658,2773815.903,2773866.608,2773900.773,2774019.185",
,,康寧路3段西側,成功路5段,東湖路,台北市,,臺北市政府,25,0,10,,788,2,,0,,980101,"311158.271,311400.714,311490.828,311568.949,311661.28,311695.524,311733.153,311743.112,311745.988","2774005.206,2773889.987,2773840.326,2773787.952,2773716.812,2773685.176,2773618.663,2773580.493,2773547.054",
,,大業路東側,承德路7段,北投路2段,台北市,,臺北市政府,30,0,10,,1495,1.5,,0,,800101,"300403.809,300384.864,300363.142,300333.934,300320.726,300266.296,300210.008,300177.647,300157.987,300102.19,300048.701,299990.518,299987.618,300010.552,300037.397","2779305.311,2779383.332,2779503.213,2779629.823,2779683.608,2779840.697,2780009.964,2780116.846,2780170.607,2780289.366,2780411.236,2780548.596,2780624.461,2780694.44,2780742.944",
,,大業路西側,北投路2段,承德路7段,台北市,,臺北市政府,30,0,10,,1495,1.5,,0,,800101,"300036.792,299986.352,299975.788,299980.209,300029.41,300164.788,300232.647,300299.395,300374.359","2780770.412,2780666.991,2780605.587,2780555.093,2780419.694,2780103.839,2779886.763,2779670.68,2779306.199",
,,延平北路4段東側,民族西路,酒泉街,台北市,,臺北市政府,15,0,10,,356,1.5,,0,,800101,"301544.262,301545.623","2773492.508,2773853.061",
,,延平北路4段西側,酒泉街,民族西路,台北市,,臺北市政府,15,0,10,,356,1.5,,0,,800101,"301538.058,301536.168","2773852.589,2773498.348",
,,經貿一路東側,南港路1段,經貿二路106巷,台北市,,臺北市政府,35,0,10,,500,1.5,,0,,980101,"312443.813,312512.049,312579.241,312596.452,312605.955,312604.776,312595.341,312568.723,312517.521","2772009.652,2772136.02,2772225.607,2772256.923,2772296.844,2772333.946,2772367.244,2772406.999,2772461.152",
,,經貿一路西側,經貿二路106巷,南港路1段,台北市,,臺北市政府,35,0,10,,500,1.5,,0,,980101,"312505.685,312580.268,312587.058,312584.947,312574.269,312513.485,312481.226,312464.036,312423.842","2772446.033,2772353.772,2772303.182,2772279.467,2772253.609,2772174.795,2772124.58,2772088.391,2772008.01",
,,敬業一路（南側）,敬業一路128巷,敬業二路,台北市,,臺北市政府,15,,5,,240,2,,0,,1100813,"305721.267,305727.659,305737.38,305746.013,305759.496,305776.205,305794.042,305810.283,305844.912,305917.487","2775138.44,2775154.084,2775169.742,2775180.079,2775188.663,2775197.372,2775201.765,2775201.831,2775194.995,2775183.994",
,,敬業一路(西側),敬業一路128巷,樂群三路,台北市,,臺北市政府,15,,5,,80,2,,0,,1100813,"305701.331,305698.722,305699.205,305702.724","2775129.165,2775101.24,2775081.636,2775059.94",
,,敬業二路(東側),樂群三路,植福路,台北市,,臺北市政府,15,,5,,136,2,,0,,1100813,"305935.96,305935.965","2775057.904,2775179.528",
,,植福路(南側),敬業二路,敬業三路,台北市,,臺北市政府,15,,5,,183,2,,0,,1100813,"305935.963,306104.831","2775180.082,2775179.668",
,,敬業四路(西側),植福路,內湖路1段,台北市,,臺北市政府,15,,5,,84,2,,0,,1100813,"306353.108,306352.792","2775199.08,2775275.509",
,,植福路(北側),內湖路1段32巷,敬業四路,台北市,,臺北市政府,15,,5,,85,,,0,其他,1100813,"306425.691,306394.781,306354.72","2775186.42,2775196.483,2775199.529",
,,新生北路3段西側人行道,民族東路,民權東路,台北市,,臺北市政府,40,,5,,600,2,,0,,1111003,"303231.822,303221.747","2773438.731,2772840.215",
CR10001,tp0001,松山路東側,松山路/市民大道六段,松山路/饒河街,台北市,,臺北市政府,16,1,5,,213,2,,0,,1070630,"308311.622,308310.061,308300.154,308293.925,308299.321","2771327.651,2771433.096,2771461.078,2771525.629,2771538.058",
CR10002,tp0002,八德路四段763巷,八德路四段/八德路四段763巷,松河街/八德路四段763巷,台北市,,臺北市政府,3,,11,,59,1.5,,0,,1050131,"308310.846,308295.145","2771556.606,2771618.126",
CR10003,tp0003,松河街,松河街/八德路四段763巷,松河街/饒河街221巷,台北市,,臺北市政府,10,,11,,110,1.5,,0,,961231,"308293.709,308181.624","2771623.437,2771595.488",
CR10004,tp0004,基隆河左岸自行車道,饒河疏散門,成功橋,台北市,,臺北市政府,3,,1,,1815,3,,0,,1001231,"308203.625,308831.379,309175.87,309424.271,309702.258,309766.902","2771618.289,2771773.84,2771887.427,2772030.622,2772328.916,2772382.036",
CR10005,tp0005,成功橋西側,基隆河左岸自行車道,基隆河右岸自行車道,台北市,,臺北市政府,30,,5,,160,2,,0,,1091031,"309761.593,309685.8","2772396.302,2772539.194",
CR10006,tp0006,基隆河右岸自行車道,成功橋自行車牽引道,內溝溪橋自行車牽引道,台北市,,臺北市政府,3.5,,1,,2835,3.5,,0,,1001231,"309619.476,309678.192,309727.346,309779.147,309822.138,309905.862,309944.281,309983.52,310027.119,310054.78,310071.542,310138.229,310143.421,310189.218,310204.34,310267.113,310308.55,310348.656,310365.52,310412.971,310481.892,310549.272,310572.098,310591.698,310610.896,310717.731,310802.645,310841.5,310871.545,310906.167,311071.926,311255.663,311371.624,311447.486,311508.139,311565.624,311573.335,311574.685,311559.431,311563.493,311665.031,311684.268,311724.98,311743.776,311763.204,311807.437,311851.427,311862.478,311909.559,311950.418,311990.513,312096.503,312153.985,312196.472","2772477.76,2772525.315,2772567.511,2772604.07,2772624.972,2772652.478,2772657.52,2772659.686,2772656.998,2772653.354,2772650.437,2772628.687,2772618.187,2772597.454,2772600.179,2772573.872,2772558.104,2772546.761,2772543.624,2772536.855,2772534.834,2772539.121,2772533.905,2772505.414,2772499.074,2772502.429,2772511.669,2772509.516,2772514.524,2772511.355,2772537.13,2772581.264,2772619.225,2772666.643,2772708.122,2772758.67,2772771.333,2772785.296,2772811.922,2772828.335,2772953.851,2772961.471,2773039.193,2773054.786,2773064.732,2773099.936,2773121.956,2773132.53,2773140.386,2773140.904,2773131.892,2773098.147,2773082.014,2773079.55",
,,承德路6段西側,承德路6段/承德路7段,承德路6段/洲美街,台北市,,臺北市政府,40,,5,,1250,2,,0,,1111231,"301531.069,301554.094,301563.947,301572.412,301650.588,301669.121,301677.464,301704.275","2778101.497,2778040.329,2777995.173,2777917.114,2777142.257,2776962.773,2776917.058,2776842.391",
,,承德路7段西側,承德路7段393巷,承德路6段,台北市,,臺北市政府,40,,5,,1370,2,,0,,1111231,"301539.526,301500.853,300565.753","2778105.517,2778171.056,2779091.576",
,,福國路,承德路6段,洲美街,台北市,,工務局新建工程處,40,,3,,1200,,,0,,1130630,"301642.857,300378.04","2777106.228,2777057.406",
,,河美街,福國路,基隆河右岸河堤,台北市,,工務局新建工程處,20,,2,,410,,,0,其他,1130331,"300503.623,300505.533#300516.636,300522.296","2777054.438,2776838.67#2777054.043,2776833.415",
,,承美路,福國路,基隆河右岸河堤,台北市,,工務局新建工程處,20,,5,,720,,,0,其他,1130331,"300791.329,300801.335#300805.453,300818.716","2777068.246,2776711.057#2777067.301,2776702.482",
,,福善路(南側),承美路,北投士林科技園區Y7道路,台北市,,工務局新建工程處,20,,5,,748,,,0,其他,1130331,"300818.226,301571.772","2776860.878,2776887.414",
